table_schema	table_name	ordinal_position	column_name	data_type	udt_name	is_nullable	column_default
public	execution_entity	12	status	character varying	varchar	NO	
public	execution_entity	13	workflowId	character varying	varchar	NO	
public	execution_entity	14	deletedAt	timestamp with time zone	timestamptz	YES	
public	execution_entity	15	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	execution_entity	16	storedAt	character varying	varchar	NO	'db'::character varying
public	execution_entity	17	tracingContext	json	json	YES	
public	execution_entity	18	deduplicationKey	character varying	varchar	YES	
public	execution_metadata	1	id	integer	int4	NO	nextval('execution_metadata_temp_id_seq'::regclass)
public	execution_metadata	2	executionId	integer	int4	NO	
public	execution_metadata	3	key	character varying	varchar	NO	
public	execution_metadata	4	value	text	text	NO	
public	folder	1	id	character varying	varchar	NO	
public	folder	2	name	character varying	varchar	NO	
public	folder	3	parentFolderId	character varying	varchar	YES	
public	folder	4	projectId	character varying	varchar	NO	
public	folder	5	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	folder	6	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	folder_tag	1	folderId	character varying	varchar	NO	
public	folder_tag	2	tagId	character varying	varchar	NO	
public	insights_by_period	1	id	integer	int4	NO	
public	insights_by_period	2	metaId	integer	int4	NO	
public	insights_by_period	3	type	integer	int4	NO	
public	insights_by_period	4	value	bigint	int8	NO	
public	insights_by_period	5	periodUnit	integer	int4	NO	
public	insights_by_period	6	periodStart	timestamp with time zone	timestamptz	YES	CURRENT_TIMESTAMP
public	insights_metadata	1	metaId	integer	int4	NO	
public	insights_metadata	2	workflowId	character varying	varchar	YES	
public	insights_metadata	3	projectId	character varying	varchar	YES	
public	insights_metadata	4	workflowName	character varying	varchar	NO	
public	insights_metadata	5	projectName	character varying	varchar	NO	
public	insights_raw	1	id	integer	int4	NO	
public	insights_raw	2	metaId	integer	int4	NO	
public	insights_raw	3	type	integer	int4	NO	
public	insights_raw	4	value	bigint	int8	NO	
public	insights_raw	5	timestamp	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP
public	installed_nodes	1	name	character varying	varchar	NO	
public	installed_nodes	2	type	character varying	varchar	NO	
public	installed_nodes	3	latestVersion	integer	int4	NO	1
public	installed_nodes	4	package	character varying	varchar	NO	
public	installed_packages	1	packageName	character varying	varchar	NO	
public	installed_packages	2	installedVersion	character varying	varchar	NO	
public	installed_packages	3	authorName	character varying	varchar	YES	
public	installed_packages	4	authorEmail	character varying	varchar	YES	
public	installed_packages	5	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	installed_packages	6	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	instance_ai_checkpoints	1	key	character varying	varchar	NO	
public	instance_ai_checkpoints	2	runId	character varying	varchar	YES	
public	instance_ai_checkpoints	3	threadId	uuid	uuid	NO	
public	instance_ai_checkpoints	4	resourceId	character varying	varchar	YES	
public	instance_ai_checkpoints	5	state	json	json	YES	
public	instance_ai_checkpoints	6	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	instance_ai_checkpoints	7	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	instance_ai_checkpoints	8	expiredAt	timestamp with time zone	timestamptz	YES	
public	instance_ai_iteration_logs	1	id	character varying	varchar	NO	
public	instance_ai_iteration_logs	2	threadId	uuid	uuid	NO	
public	instance_ai_iteration_logs	3	taskKey	character varying	varchar	NO	
public	instance_ai_iteration_logs	4	entry	text	text	NO	
public	instance_ai_iteration_logs	5	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	instance_ai_iteration_logs	6	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	instance_ai_messages	1	id	character varying	varchar	NO	
public	instance_ai_messages	2	threadId	uuid	uuid	NO	
public	instance_ai_messages	3	content	text	text	NO	
public	instance_ai_messages	4	role	character varying	varchar	NO	
public	instance_ai_messages	5	type	character varying	varchar	YES	
public	instance_ai_messages	6	resourceId	character varying	varchar	YES	
public	instance_ai_messages	7	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	instance_ai_messages	8	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	instance_ai_observation_cursors	1	observationScopeId	uuid	uuid	NO	
public	instance_ai_observation_cursors	2	lastObservedMessageId	character varying	varchar	NO	
public	instance_ai_observation_cursors	3	lastObservedAt	timestamp with time zone	timestamptz	NO	
public	instance_ai_observation_cursors	4	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	instance_ai_observation_cursors	5	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	instance_ai_observation_locks	1	observationScopeId	uuid	uuid	NO	
public	instance_ai_observation_locks	2	taskKind	character varying	varchar	NO	
public	instance_ai_observation_locks	3	holderId	character varying	varchar	NO	
public	instance_ai_observation_locks	4	heldUntil	timestamp with time zone	timestamptz	NO	
public	instance_ai_observation_locks	5	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	instance_ai_observation_locks	6	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	instance_ai_observational_memory	1	id	character varying	varchar	NO	
public	instance_ai_observational_memory	2	lookupKey	character varying	varchar	NO	
public	instance_ai_observational_memory	3	scope	character varying	varchar	NO	
public	instance_ai_observational_memory	4	threadId	uuid	uuid	YES	
public	instance_ai_observational_memory	5	resourceId	character varying	varchar	NO	
public	instance_ai_observational_memory	6	activeObservations	text	text	NO	''::text
public	instance_ai_observational_memory	7	originType	character varying	varchar	NO	
public	instance_ai_observational_memory	8	config	text	text	NO	
public	instance_ai_observational_memory	9	generationCount	integer	int4	NO	0
public	instance_ai_observational_memory	10	lastObservedAt	timestamp with time zone	timestamptz	YES	
public	instance_ai_observational_memory	11	pendingMessageTokens	integer	int4	NO	0
public	instance_ai_observational_memory	12	totalTokensObserved	integer	int4	NO	0
public	instance_ai_observational_memory	13	observationTokenCount	integer	int4	NO	0
public	instance_ai_observational_memory	14	isObserving	boolean	bool	NO	false
public	instance_ai_observational_memory	15	isReflecting	boolean	bool	NO	false
public	instance_ai_observational_memory	16	observedMessageIds	json	json	YES	
public	instance_ai_observational_memory	17	observedTimezone	character varying	varchar	YES	
public	instance_ai_observational_memory	18	bufferedObservations	text	text	YES	
public	instance_ai_observational_memory	19	bufferedObservationTokens	integer	int4	YES	
public	instance_ai_observational_memory	20	bufferedMessageIds	json	json	YES	
public	instance_ai_observational_memory	21	bufferedReflection	text	text	YES	
public	instance_ai_observational_memory	22	bufferedReflectionTokens	integer	int4	YES	
public	instance_ai_observational_memory	23	bufferedReflectionInputTokens	integer	int4	YES	
public	instance_ai_observational_memory	24	reflectedObservationLineCount	integer	int4	YES	
public	instance_ai_observational_memory	25	bufferedObservationChunks	json	json	YES	
public	instance_ai_observational_memory	26	isBufferingObservation	boolean	bool	NO	false
public	instance_ai_observational_memory	27	isBufferingReflection	boolean	bool	NO	false
public	instance_ai_observational_memory	28	lastBufferedAtTokens	integer	int4	NO	0
public	instance_ai_observational_memory	29	lastBufferedAtTime	timestamp with time zone	timestamptz	YES	
public	instance_ai_observational_memory	30	metadata	json	json	YES	
public	instance_ai_observational_memory	31	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	instance_ai_observational_memory	32	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	instance_ai_observations	1	id	character varying	varchar	NO	
public	instance_ai_observations	2	observationScopeId	uuid	uuid	NO	
public	instance_ai_observations	3	marker	character varying	varchar	NO	
public	instance_ai_observations	4	text	text	text	NO	
public	instance_ai_observations	5	parentId	character varying	varchar	YES	
public	instance_ai_observations	6	tokenCount	integer	int4	NO	0
public	instance_ai_observations	7	status	character varying	varchar	NO	
public	instance_ai_observations	8	supersededBy	character varying	varchar	YES	
public	instance_ai_observations	9	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	instance_ai_observations	10	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	instance_ai_pending_confirmations	1	requestId	character varying	varchar	NO	
public	instance_ai_pending_confirmations	2	threadId	uuid	uuid	NO	
public	instance_ai_pending_confirmations	3	userId	uuid	uuid	NO	
public	instance_ai_pending_confirmations	4	kind	character varying	varchar	NO	
public	instance_ai_pending_confirmations	5	runId	character varying	varchar	NO	
public	instance_ai_pending_confirmations	6	toolCallId	character varying	varchar	YES	
public	instance_ai_pending_confirmations	7	messageGroupId	character varying	varchar	YES	
public	instance_ai_pending_confirmations	8	checkpointKey	character varying	varchar	YES	
public	instance_ai_pending_confirmations	9	checkpointTaskId	character varying	varchar	YES	
public	instance_ai_pending_confirmations	10	expiresAt	timestamp with time zone	timestamptz	YES	
public	instance_ai_pending_confirmations	11	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	instance_ai_pending_confirmations	12	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	instance_ai_resources	1	id	character varying	varchar	NO	
public	instance_ai_resources	2	workingMemory	text	text	YES	
public	instance_ai_resources	3	metadata	json	json	YES	
public	instance_ai_resources	4	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	instance_ai_resources	5	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	instance_ai_run_snapshots	1	threadId	uuid	uuid	NO	
public	instance_ai_run_snapshots	2	runId	character varying	varchar	NO	
public	instance_ai_run_snapshots	3	messageGroupId	character varying	varchar	YES	
public	instance_ai_run_snapshots	4	runIds	json	json	YES	
public	instance_ai_run_snapshots	5	tree	text	text	NO	
public	instance_ai_run_snapshots	6	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	instance_ai_run_snapshots	7	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	instance_ai_run_snapshots	8	langsmithRunId	character varying	varchar	YES	
public	instance_ai_run_snapshots	9	langsmithTraceId	character varying	varchar	YES	
public	instance_ai_run_snapshots	10	traceId	character varying	varchar	YES	
public	instance_ai_run_snapshots	11	spanId	character varying	varchar	YES	
public	instance_ai_threads	1	id	uuid	uuid	NO	
public	instance_ai_threads	2	resourceId	character varying	varchar	NO	
public	instance_ai_threads	3	title	text	text	NO	''::text
public	instance_ai_threads	4	metadata	json	json	YES	
public	instance_ai_threads	5	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	instance_ai_threads	6	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	instance_ai_workflow_snapshots	1	runId	character varying	varchar	NO	
public	instance_ai_workflow_snapshots	2	workflowName	character varying	varchar	NO	
public	instance_ai_workflow_snapshots	3	resourceId	character varying	varchar	YES	
public	instance_ai_workflow_snapshots	4	status	character varying	varchar	YES	
public	instance_ai_workflow_snapshots	5	snapshot	text	text	NO	
public	instance_ai_workflow_snapshots	6	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	instance_ai_workflow_snapshots	7	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	instance_version_history	1	id	integer	int4	NO	nextval('instance_version_history_id_seq'::regclass)
public	instance_version_history	2	major	integer	int4	NO	
public	instance_version_history	3	minor	integer	int4	NO	
public	instance_version_history	4	patch	integer	int4	NO	
public	instance_version_history	5	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	invalid_auth_token	1	token	character varying	varchar	NO	
public	invalid_auth_token	2	expiresAt	timestamp with time zone	timestamptz	NO	
public	mcp_registry_server	1	slug	character varying	varchar	NO	
public	mcp_registry_server	2	status	character varying	varchar	NO	
public	mcp_registry_server	3	version	character varying	varchar	NO	
public	mcp_registry_server	4	registryUpdatedAt	timestamp without time zone	timestamp	NO	
public	mcp_registry_server	5	data	json	json	NO	'{}'::json
public	mcp_registry_server	6	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	mcp_registry_server	7	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	migrations	1	id	integer	int4	NO	nextval('migrations_id_seq'::regclass)
public	migrations	2	timestamp	bigint	int8	NO	
public	migrations	3	name	character varying	varchar	NO	
public	oauth_access_tokens	1	token	character varying	varchar	NO	
public	oauth_access_tokens	2	clientId	character varying	varchar	NO	
public	oauth_access_tokens	3	userId	uuid	uuid	NO	
public	oauth_authorization_codes	1	code	character varying	varchar	NO	
public	oauth_authorization_codes	2	clientId	character varying	varchar	NO	
public	oauth_authorization_codes	3	userId	uuid	uuid	NO	
public	oauth_authorization_codes	4	redirectUri	character varying	varchar	NO	
public	oauth_authorization_codes	5	codeChallenge	character varying	varchar	NO	
public	oauth_authorization_codes	6	codeChallengeMethod	character varying	varchar	NO	
public	oauth_authorization_codes	7	expiresAt	bigint	int8	NO	
public	oauth_authorization_codes	8	state	character varying	varchar	YES	
public	oauth_authorization_codes	9	used	boolean	bool	NO	false
public	oauth_authorization_codes	10	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	oauth_authorization_codes	11	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	oauth_clients	1	id	character varying	varchar	NO	
public	oauth_clients	2	name	character varying	varchar	NO	
public	oauth_clients	3	redirectUris	json	json	NO	
public	oauth_clients	4	grantTypes	json	json	NO	
public	oauth_clients	5	clientSecret	character varying	varchar	YES	
public	oauth_clients	6	clientSecretExpiresAt	bigint	int8	YES	
public	oauth_clients	7	tokenEndpointAuthMethod	character varying	varchar	NO	'none'::character varying
public	oauth_clients	8	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	oauth_clients	9	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	oauth_refresh_tokens	1	token	character varying	varchar	NO	
public	oauth_refresh_tokens	2	clientId	character varying	varchar	NO	
public	oauth_refresh_tokens	3	userId	uuid	uuid	NO	
public	oauth_refresh_tokens	4	expiresAt	bigint	int8	NO	
public	oauth_refresh_tokens	5	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	oauth_refresh_tokens	6	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	oauth_user_consents	1	id	integer	int4	NO	
public	oauth_user_consents	2	userId	uuid	uuid	NO	
public	oauth_user_consents	3	clientId	character varying	varchar	NO	
public	oauth_user_consents	4	grantedAt	bigint	int8	NO	
public	outbound_messages	1	id	bigint	int8	NO	nextval('outbound_messages_id_seq'::regclass)
public	outbound_messages	2	restaurant_id	bigint	int8	YES	
public	outbound_messages	3	conversation_id	text	text	NO	
public	outbound_messages	4	source	text	text	NO	
public	outbound_messages	5	channel	text	text	NO	
public	outbound_messages	6	provider	text	text	YES	
public	outbound_messages	7	recipient	text	text	YES	
public	outbound_messages	8	sender	text	text	YES	
public	outbound_messages	9	subject	text	text	YES	
public	outbound_messages	10	content	text	text	NO	
public	outbound_messages	11	payload	jsonb	jsonb	YES	
public	outbound_messages	12	status	text	text	NO	'pending'::text
public	outbound_messages	13	created_at	timestamp with time zone	timestamptz	NO	now()
public	outbound_messages	14	updated_at	timestamp with time zone	timestamptz	NO	now()
public	processed_data	1	workflowId	character varying	varchar	NO	
public	processed_data	3	context	character varying	varchar	NO	
public	processed_data	4	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	processed_data	5	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	processed_data	6	value	text	text	NO	
public	project	1	id	character varying	varchar	NO	
public	project	2	name	character varying	varchar	NO	
public	project	3	type	character varying	varchar	NO	
public	project	4	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	project	5	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	project	6	icon	json	json	YES	
public	project	7	description	character varying	varchar	YES	
public	project	8	creatorId	uuid	uuid	YES	
public	project	9	customTelemetryTags	json	json	NO	'[]'::json
public	project_relation	1	projectId	character varying	varchar	NO	
public	project_relation	2	userId	uuid	uuid	NO	
public	project_relation	3	role	character varying	varchar	NO	
public	project_relation	4	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	project_relation	5	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	project_secrets_provider_access	1	secretsProviderConnectionId	integer	int4	NO	
public	project_secrets_provider_access	2	projectId	character varying	varchar	NO	
public	project_secrets_provider_access	3	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	project_secrets_provider_access	4	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	project_secrets_provider_access	5	role	character varying	varchar	NO	'secretsProviderConnection:user'::character varying
public	reservations	1	id	bigint	int8	NO	nextval('reservations_id_seq'::regclass)
public	reservations	2	restaurant_id	bigint	int8	NO	
public	reservations	3	client_id	bigint	int8	YES	
public	reservations	4	start_time	timestamp with time zone	timestamptz	NO	
public	reservations	5	end_time	timestamp with time zone	timestamptz	NO	
public	reservations	6	party_size	integer	int4	NO	
public	reservations	7	status	text	text	NO	'confirmed'::text
public	reservations	8	source_channel	text	text	NO	'webhook'::text
public	reservations	9	meal_duration_minutes	integer	int4	NO	120
public	reservations	10	cleaning_buffer_minutes	integer	int4	NO	15
public	reservations	11	grace_delay_minutes	integer	int4	NO	10
public	reservations	12	special_request	text	text	YES	
public	reservations	13	created_at	timestamp with time zone	timestamptz	NO	now()
public	reservations	14	updated_at	timestamp with time zone	timestamptz	NO	now()
public	reservations	15	table_id	bigint	int8	YES	
public	reservations	16	area_id	bigint	int8	YES	
public	reservations	17	booking_source	text	text	YES	
public	reservations	18	created_by	text	text	YES	
public	reservations	19	source	text	text	YES	
public	reservations	20	conversation_id	text	text	YES	
public	restaurant_channels	1	id	bigint	int8	NO	nextval('restaurant_channels_id_seq'::regclass)
public	restaurant_channels	2	restaurant_id	bigint	int8	NO	
public	restaurant_channels	3	channel_type	text	text	NO	
public	restaurant_channels	4	channel_value	text	text	NO	
public	restaurant_channels	5	is_active	boolean	bool	NO	true
public	restaurant_channels	6	created_at	timestamp with time zone	timestamptz	NO	now()
public	restaurant_channels	7	updated_at	timestamp with time zone	timestamptz	NO	now()
public	restaurant_closures	1	id	bigint	int8	NO	nextval('restaurant_closures_id_seq'::regclass)
public	restaurant_closures	2	restaurant_id	bigint	int8	NO	
public	restaurant_closures	3	starts_at	timestamp with time zone	timestamptz	NO	
public	restaurant_closures	4	ends_at	timestamp with time zone	timestamptz	NO	
public	restaurant_closures	5	reason	text	text	YES	
public	restaurant_closures	6	created_at	timestamp with time zone	timestamptz	NO	now()
public	restaurant_closures	7	updated_at	timestamp with time zone	timestamptz	NO	now()
public	restaurant_closures	8	is_active	boolean	bool	NO	true
public	restaurant_closures	9	closure_type	text	text	YES	
public	restaurant_closures	10	recurrence_rule	text	text	YES	
public	restaurant_settings	1	id	bigint	int8	NO	nextval('restaurant_settings_id_seq'::regclass)
public	restaurant_settings	2	restaurant_id	bigint	int8	NO	
public	restaurant_settings	3	default_meal_duration_minutes	integer	int4	NO	120
public	restaurant_settings	4	cleaning_buffer_minutes	integer	int4	NO	15
public	restaurant_settings	5	grace_delay_minutes	integer	int4	NO	10
public	restaurant_settings	6	max_party_size	integer	int4	NO	12
public	restaurant_settings	7	reminder_days_before	integer	int4	NO	1
public	restaurant_settings	8	reminder_hour	integer	int4	NO	9
public	restaurant_settings	9	reminder_channel	text	text	NO	'whatsapp'::text
public	restaurant_settings	10	created_at	timestamp with time zone	timestamptz	NO	now()
public	restaurant_settings	11	updated_at	timestamp with time zone	timestamptz	NO	now()
public	restaurant_settings	12	allow_combined_tables	boolean	bool	NO	false
public	restaurant_settings	13	booking_policy	jsonb	jsonb	YES	
public	restaurant_settings	14	event_notification_policy	jsonb	jsonb	YES	
public	restaurants	1	id	bigint	int8	NO	nextval('restaurants_id_seq'::regclass)
public	restaurants	2	name	text	text	NO	
public	restaurants	3	slug	text	text	NO	
public	restaurants	4	timezone	text	text	NO	'Europe/Paris'::text
public	restaurants	5	is_active	boolean	bool	NO	true
public	restaurants	6	created_at	timestamp with time zone	timestamptz	NO	now()
public	restaurants	7	updated_at	timestamp with time zone	timestamptz	NO	now()
public	role	1	slug	character varying	varchar	NO	
public	role	2	displayName	text	text	YES	
public	role	3	description	text	text	YES	
public	role	4	roleType	text	text	YES	
public	role	5	systemRole	boolean	bool	NO	false
public	role	6	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	role	7	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	role_mapping_rule	1	id	character varying	varchar	NO	
public	role_mapping_rule	2	expression	text	text	NO	
public	role_mapping_rule	3	role	character varying	varchar	NO	
public	role_mapping_rule	4	type	character varying	varchar	NO	
public	role_mapping_rule	5	order	integer	int4	NO	
public	role_mapping_rule	6	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	role_mapping_rule	7	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	role_mapping_rule_project	1	roleMappingRuleId	character varying	varchar	NO	
public	role_mapping_rule_project	2	projectId	character varying	varchar	NO	
public	role_scope	1	roleSlug	character varying	varchar	NO	
public	role_scope	2	scopeSlug	character varying	varchar	NO	
public	scope	1	slug	character varying	varchar	NO	
public	scope	2	displayName	text	text	YES	
public	scope	3	description	text	text	YES	
public	secrets_provider_connection	1	id	integer	int4	NO	
public	secrets_provider_connection	2	providerKey	character varying	varchar	NO	
public	secrets_provider_connection	3	type	character varying	varchar	NO	
public	secrets_provider_connection	4	encryptedSettings	text	text	NO	
public	secrets_provider_connection	5	isEnabled	boolean	bool	NO	false
public	secrets_provider_connection	6	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	secrets_provider_connection	7	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	settings	1	key	character varying	varchar	NO	
public	settings	2	value	text	text	NO	
public	settings	3	loadOnStartup	boolean	bool	NO	false
public	shared_credentials	1	credentialsId	character varying	varchar	NO	
public	shared_credentials	2	projectId	character varying	varchar	NO	
public	shared_credentials	3	role	text	text	NO	
public	shared_credentials	4	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	shared_credentials	5	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	shared_workflow	1	workflowId	character varying	varchar	NO	
public	shared_workflow	2	projectId	character varying	varchar	NO	
public	shared_workflow	3	role	text	text	NO	
public	shared_workflow	4	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	shared_workflow	5	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	tag_entity	2	name	character varying	varchar	NO	
public	tag_entity	3	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	tag_entity	4	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	tag_entity	5	id	character varying	varchar	NO	
public	test_case_execution	1	id	character varying	varchar	NO	
public	test_case_execution	2	testRunId	character varying	varchar	NO	
public	test_case_execution	3	executionId	integer	int4	YES	
public	test_case_execution	4	status	character varying	varchar	NO	
public	test_case_execution	5	runAt	timestamp with time zone	timestamptz	YES	
public	test_case_execution	6	completedAt	timestamp with time zone	timestamptz	YES	
public	test_case_execution	7	errorCode	character varying	varchar	YES	
public	test_case_execution	8	errorDetails	json	json	YES	
public	test_case_execution	9	metrics	json	json	YES	
public	test_case_execution	10	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	test_case_execution	11	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	test_case_execution	12	inputs	json	json	YES	
public	test_case_execution	13	outputs	json	json	YES	
public	test_case_execution	14	runIndex	integer	int4	YES	
public	test_run	1	id	character varying	varchar	NO	
public	test_run	2	workflowId	character varying	varchar	NO	
public	test_run	3	status	character varying	varchar	NO	
public	test_run	4	errorCode	character varying	varchar	YES	
public	test_run	5	errorDetails	json	json	YES	
public	test_run	6	runAt	timestamp with time zone	timestamptz	YES	
public	test_run	7	completedAt	timestamp with time zone	timestamptz	YES	
public	test_run	8	metrics	json	json	YES	
public	test_run	9	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	test_run	10	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	test_run	11	runningInstanceId	character varying	varchar	YES	
public	test_run	12	cancelRequested	boolean	bool	NO	false
public	test_run	13	workflowVersionId	character varying	varchar	YES	
public	test_run	14	evaluationConfigId	character varying	varchar	YES	
public	test_run	15	evaluationConfigSnapshot	jsonb	jsonb	YES	
public	test_run	16	collectionId	character varying	varchar	YES	
public	token_exchange_jti	1	jti	character varying	varchar	NO	
public	token_exchange_jti	2	expiresAt	timestamp with time zone	timestamptz	NO	
public	token_exchange_jti	3	createdAt	timestamp with time zone	timestamptz	NO	
public	trusted_key	1	sourceId	character varying	varchar	NO	
public	trusted_key	2	kid	character varying	varchar	NO	
public	trusted_key	3	data	text	text	NO	
public	trusted_key	4	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	trusted_key_source	1	id	character varying	varchar	NO	
public	trusted_key_source	2	type	character varying	varchar	NO	
public	trusted_key_source	3	config	text	text	NO	
public	trusted_key_source	4	status	character varying	varchar	NO	'pending'::character varying
public	trusted_key_source	5	lastError	text	text	YES	
public	trusted_key_source	6	lastRefreshedAt	timestamp with time zone	timestamptz	YES	
public	trusted_key_source	7	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	trusted_key_source	8	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	user	1	id	uuid	uuid	NO	gen_random_uuid()
public	user	2	email	character varying	varchar	YES	
public	user	3	firstName	character varying	varchar	YES	
public	user	4	lastName	character varying	varchar	YES	
public	user	5	password	character varying	varchar	YES	
public	user	8	personalizationAnswers	json	json	YES	
public	user	9	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	user	10	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	user	12	settings	json	json	YES	
public	user	14	disabled	boolean	bool	NO	false
public	user	15	mfaEnabled	boolean	bool	NO	false
public	user	16	mfaSecret	text	text	YES	
public	user	17	mfaRecoveryCodes	text	text	YES	
public	user	19	lastActiveAt	date	date	YES	
public	user	20	roleSlug	character varying	varchar	NO	'global:member'::character varying
public	user_api_keys	1	id	character varying	varchar	NO	
public	user_api_keys	2	userId	uuid	uuid	NO	
public	user_api_keys	3	label	character varying	varchar	NO	
public	user_api_keys	4	apiKey	character varying	varchar	NO	
public	user_api_keys	5	createdAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	user_api_keys	6	updatedAt	timestamp with time zone	timestamptz	NO	CURRENT_TIMESTAMP(3)
public	user_api_keys	7	scopes	json	json	YES	
public	user_api_keys	8	audience	character varying	varchar	NO	'public-api'::character varying
